Reactor Name,Reactor Status,Country,Reactor Type,Model,Owner,Operator,Reference Unit Power (Net Capacity) [MWe],Design Net Capacity [MWe],Gross Capacity [MWe],Thermal Capacity [MWt],Construction Start Date,First Criticality Date,Construction Suspended Date,Construction Restart Date,First Grid Connection,Commercial Operation Date,Suspended Operation Date,End of Suspended Operation Date,Permanent Shutdown Date,Thermal Efficiency [%],Energy Efficiency [%],Years Connected,Total Power Supplied [TW.h],Hours On Line
BEZNAU-2,Operational,Switzerland,PWR,WH 2LP,"Kernkraftwerk Beznau
CH-5312 Döttingen","Kernkraftwerk Beznau
CH-5312 Döttingen",365,350,380,1130,1968-01-01,1971-10-16,,,1971-10-23,1972-03-04,,,,32.3,30.97,53,143.35,406211.0
GOESGEN,Operational,Switzerland,PWR,PWR 3 Loop,KERNKRAFTWERK GÖSGEN-DÄNIKEN AG,KERNKRAFTWERK GÖSGEN-DÄNIKEN AG,1010,920,1060,3002,1973-12-01,1979-01-20,,,1979-02-02,1979-11-01,,,,33.64,30.65,45,336.38,354595.0
LEIBSTADT,Operational,Switzerland,BWR,BWR-6,KERNKRAFTWERK LEIBSTADT,KERNKRAFTWERK LEIBSTADT,1233,960,1275,3600,1974-01-01,1984-03-09,,,1984-05-24,1984-12-15,,,,34.25,26.67,40,315.67,297474.0
LUCENS,Permanent Shutdown,Switzerland,HWGCR,HWGCR: 2-loops,Nationale Gesellschaft zur Förderung der industriellen Atomtechnik,Energie de l'Ouest Suisse,6,6,7,28,1962-04-01,1966-12-29,,,1968-01-29,N/A,,,1969-01-21,21.43,21.43,2,0.0,0.0
MUEHLEBERG,Permanent Shutdown,Switzerland,BWR,BWR-4,BKW ENERGIE AG,BKW ENERGIE AG,373,306,390,1097,1967-03-01,1971-03-08,,,1971-07-01,1972-11-06,,,2019-12-20,34.0,27.89,49,125.23,376178.0
AKKUYU-1,Under Construction,Türkiye,PWR,VVER V-509,Akkuyu Nuclear Joint Stock Company (JSC),Akkuyu Nuclear Joint Stock Company (JSC),1114,1114,1200,3200,2018-04-03,N/A,,,N/A,N/A,,,,34.81,34.81,0,0.0,0.0
AKKUYU-2,Under Construction,Türkiye,PWR,VVER V-509,Akkuyu Nuclear Joint Stock Company (JSC),Akkuyu Nuclear Joint Stock Company (JSC),1114,1114,1200,3200,2020-04-08,N/A,,,N/A,N/A,,,,34.81,34.81,0,0.0,0.0
AKKUYU-3,Under Construction,Türkiye,PWR,VVER V-509,Akkuyu Nuclear Joint Stock Company (JSC),Akkuyu Nuclear Joint Stock Company (JSC),1114,1114,1200,3200,2021-03-10,N/A,,,N/A,N/A,,,,34.81,34.81,0,0.0,0.0
AKKUYU-4,Under Construction,Türkiye,PWR,VVER V-509,Akkuyu Nuclear Joint Stock Company (JSC),Akkuyu Nuclear Joint Stock Company (JSC),1114,1114,1200,3200,2022-07-21,N/A,,,N/A,N/A,,,,34.81,34.81,0,0.0,0.0
CHERNOBYL-1,Permanent Shutdown,Ukraine,LWGR,RBMK,SE “NNEGC “ENERGOATOM”,MINTOPENERGO OF UKRAINE - MINISTRY OF FUEL AND ENERGY OF UKRAINE,740,925,800,3200,1970-03-01,1977-08-02,,,1977-09-26,1978-05-27,,,1996-11-30,23.12,28.91,20,97.27,125939.0
CHERNOBYL-2,Permanent Shutdown,Ukraine,LWGR,RBMK,SE “NNEGC “ENERGOATOM”,MINTOPENERGO OF UKRAINE - MINISTRY OF FUEL AND ENERGY OF UKRAINE,925,925,1000,3200,1973-02-01,1978-11-17,,,1978-12-21,1979-05-28,,,1991-10-11,28.91,28.91,14,26.49,33796.0
CHERNOBYL-3,Permanent Shutdown,Ukraine,LWGR,RBMK,SE “NNEGC “ENERGOATOM”,MINTOPENERGO OF UKRAINE - MINISTRY OF FUEL AND ENERGY OF UKRAINE,925,925,1000,3200,1976-03-01,1981-06-02,,,1981-12-03,1982-06-08,,,2000-12-15,28.91,28.91,20,98.26,112795.0
CHERNOBYL-4,Permanent Shutdown,Ukraine,LWGR,RBMK,SE “NNEGC “ENERGOATOM”,MINTOPENERGO OF UKRAINE - MINISTRY OF FUEL AND ENERGY OF UKRAINE,925,925,1000,3200,1979-04-01,1983-11-26,,,1983-12-22,1984-03-26,,,1986-04-26,28.91,28.91,4,0.0,0.0
KHMELNITSKI-1,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1981-11-01,1987-12-10,,,1987-12-31,1988-08-13,,,,31.67,31.67,37,199.54,219398.0
KHMELNITSKI-2,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1985-02-01,2004-08-01,,,2004-08-07,2005-12-15,,,,31.67,31.67,20,108.61,120821.0
KHMELNITSKI-3,Under Construction,Ukraine,PWR,VVER,SE “NNEGC “ENERGOATOM”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,1035,1035,1089,3132,1986-03-01,N/A,,,N/A,N/A,,,,33.05,33.05,0,0.0,0.0
KHMELNITSKI-4,Under Construction,Ukraine,PWR,VVER,SE “NNEGC “ENERGOATOM”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,1035,1035,1089,3132,1987-02-01,N/A,,,N/A,N/A,,,,33.05,33.05,0,0.0,0.0
RIVNE-1,Operational,Ukraine,PWR,VVER V-213,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,381,361,420,1375,1973-08-01,1980-12-17,,,1980-12-22,1981-09-22,,,,27.71,26.25,44,103.24,289758.0
RIVNE-2,Operational,Ukraine,PWR,VVER V-213,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,376,384,415,1375,1973-10-01,1981-12-19,,,1981-12-22,1982-07-29,,,,27.35,27.93,43,104.62,291107.0
RIVNE-3,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1980-02-01,1986-11-11,,,1986-12-21,1987-05-16,,,,31.67,31.67,38,190.78,221239.0
RIVNE-4,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1986-08-01,2004-09-26,,,2004-10-10,2006-04-06,,,,31.67,31.67,20,100.02,122562.0
SOUTH UKRAINE-1,Operational,Ukraine,PWR,VVER V-302,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1976-08-01,1982-12-09,,,1982-12-31,1983-12-02,,,,31.67,31.67,42,214.95,244512.0
SOUTH UKRAINE-2,Operational,Ukraine,PWR,VVER V-338,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1981-07-01,1984-12-30,,,1985-01-06,1985-04-06,,,,31.67,31.67,39,201.92,233399.0
SOUTH UKRAINE-3,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1984-11-01,1989-09-02,,,1989-09-20,1989-12-29,,,,31.67,31.67,35,178.41,209015.0
ZAPOROZHYE-1,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1980-04-01,1984-12-07,,,1984-12-10,1985-12-25,,,,31.67,31.67,40,200.1,230830.0
ZAPOROZHYE-2,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1981-01-01,1985-06-28,,,1985-07-22,1986-02-15,,,,31.67,31.67,39,199.45,230167.0
ZAPOROZHYE-3,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1982-04-01,1986-12-04,,,1986-12-10,1987-03-05,,,,31.67,31.67,38,203.37,235349.0
ZAPOROZHYE-4,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1983-04-01,1987-12-15,,,1987-12-18,1988-04-14,,,,31.67,31.67,37,202.92,227982.0
ZAPOROZHYE-5,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1985-11-01,1989-07-20,,,1989-08-14,1989-10-27,,,,31.67,31.67,35,193.62,218669.0
ZAPOROZHYE-6,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1986-06-01,1995-10-06,,,1995-10-19,1996-09-17,,,,31.67,31.67,29,168.58,185689.0
BARAKAH-1,Operational,United Arab Emirates,PWR,APR-1400,Emirates Nuclear Energy Corporation,Nawah Energy Company,1337,1310,1417,3983,2012-07-19,2020-07-31,,,2020-08-19,2021-04-01,,,,33.57,32.89,4,29.17,23583.0
BARAKAH-2,Operational,United Arab Emirates,PWR,APR-1400,Emirates Nuclear Energy Corporation,Nawah Energy Company,1337,1310,1417,3983,2013-04-15,2021-08-27,,,2021-09-14,2022-03-24,,,,33.57,32.89,3,21.39,17337.0
BARAKAH-3,Operational,United Arab Emirates,PWR,APR-1400,Emirates Nuclear Energy Corporation,Nawah Energy Company,1337,1310,1417,3983,2014-09-24,2022-09-22,,,2022-10-08,2023-02-24,,,,33.57,32.89,2,11.63,9568.0
BARAKAH-4,Operational,United Arab Emirates,PWR,APR-1400,Emirates Nuclear Energy Corporation,Nawah Energy Company,1337,1310,1417,3983,2015-07-30,2024-03-01,,,2024-03-23,2024-09-05,,,,33.57,32.89,0,,
BERKELEY-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",138,138,166,620,1957-01-01,1961-08-01,,,1962-06-12,1962-06-12,,,1989-03-31,22.26,22.26,28,13.11,130088.0
BERKELEY-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",138,138,166,620,1957-01-01,1962-03-01,,,1962-06-24,1962-10-20,,,1988-10-26,22.26,22.26,27,13.65,136864.0
BRADWELL-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",123,150,146,481,1957-01-01,1961-08-01,,,1962-07-01,1962-07-01,,,2002-03-31,25.57,31.19,41,18.38,183907.0
BRADWELL-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",123,150,146,481,1957-01-01,1962-04-01,,,1962-07-06,1962-11-12,,,2002-03-30,25.57,31.19,41,18.38,183907.0
CALDER HALL-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,Sellafield Limited,49,35,60,268,1953-08-01,1956-05-01,,,1956-08-27,1956-10-01,,,2003-03-31,18.28,13.06,48,8.87,187504.0
CALDER HALL-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,Sellafield Limited,49,35,60,268,1953-08-01,1956-12-01,,,1957-02-01,1957-02-01,,,2003-03-31,18.28,13.06,47,8.87,188440.0
CALDER HALL-3,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,Sellafield Limited,49,35,60,268,1955-08-01,1958-01-01,,,1958-03-01,1958-05-01,,,2003-03-31,18.28,13.06,46,8.87,188440.0
CALDER HALL-4,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,Sellafield Limited,49,35,60,268,1955-08-01,1958-12-01,,,1959-04-01,1959-04-01,,,2003-03-31,18.28,13.06,45,8.87,188440.0
CHAPELCROSS-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",48,35,60,260,1955-10-01,1958-11-09,,,1959-02-01,1959-03-01,,,2004-06-29,18.46,13.46,46,9.12,205963.0
CHAPELCROSS-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",48,35,60,260,1955-10-01,1959-05-30,,,1959-07-01,1959-08-01,,,2004-06-29,18.46,13.46,46,9.12,205987.0
CHAPELCROSS-3,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",48,35,60,260,1955-10-01,1959-08-31,,,1959-11-01,1959-12-01,,,2004-06-29,18.46,13.46,46,9.59,214747.0
CHAPELCROSS-4,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",48,35,60,260,1955-10-01,1959-12-22,,,1960-01-01,1960-03-01,,,2004-06-29,18.46,13.46,45,9.59,214747.0
DOUNREAY DFR,Permanent Shutdown,United Kingdom,FBR,,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,11,14,15,60,1955-03-01,1959-11-14,,,1962-10-01,1962-10-01,,,1977-03-01,18.33,23.33,16,0.19,15940.0
DOUNREAY PFR,Permanent Shutdown,United Kingdom,FBR,,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,234,234,250,600,1966-01-01,1974-03-01,,,1975-01-10,1976-07-01,,,1994-03-31,39.0,39.0,20,6.87,43548.0
DUNGENESS A-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",225,275,230,840,1960-07-01,1965-06-01,,,1965-09-21,1965-10-28,,,2006-12-31,26.79,32.74,42,52.51,280618.0
DUNGENESS A-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",225,275,230,840,1960-07-01,1965-09-01,,,1965-11-01,1965-12-30,,,2006-12-31,26.79,32.74,42,53.12,281762.0
DUNGENESS B-1,Permanent Shutdown,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,545,607,615,1500,1965-10-01,1982-12-23,,,1983-04-03,1985-04-01,,,2021-06-07,36.33,40.47,39,70.09,167183.0
DUNGENESS B-2,Permanent Shutdown,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,545,607,615,1500,1965-10-01,1985-12-04,,,1985-12-29,1989-04-01,,,2021-06-07,36.33,40.47,37,73.95,166602.0
HARTLEPOOL A-1,Operational,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,590,625,655,1500,1968-10-01,1983-06-24,,,1983-08-01,1989-04-01,,,,39.33,41.67,41,128.87,239768.0
HARTLEPOOL A-2,Operational,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,595,595,655,1500,1968-10-01,1984-09-09,,,1984-10-31,1989-04-01,,,,39.67,39.67,40,130.19,240955.0
HEYSHAM A-1,Operational,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,485,611,625,1500,1970-12-01,1983-04-06,,,1983-07-09,1989-04-01,,,,32.33,40.73,41,122.86,245698.0
HEYSHAM A-2,Operational,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,575,611,625,1500,1970-12-01,1984-06-03,,,1984-10-11,1989-04-01,,,,38.33,40.73,40,121.23,240121.0
HEYSHAM B-1,Operational,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,620,615,680,1550,1980-08-01,1988-06-23,,,1988-07-12,1989-04-01,,,,40.0,39.68,36,150.01,257828.0
HEYSHAM B-2,Operational,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,620,615,680,1550,1980-08-01,1988-11-01,,,1988-11-11,1989-04-01,,,,40.0,39.68,36,146.64,252872.0
HINKLEY POINT A-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",235,250,267,900,1957-11-01,1964-05-01,,,1965-02-16,1965-03-30,,,2000-05-23,26.11,27.78,36,37.01,194946.0
HINKLEY POINT A-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",235,250,267,900,1957-11-01,1964-10-01,,,1965-03-19,1965-05-05,,,2000-05-23,26.11,27.78,36,37.01,194946.0
HINKLEY POINT B-1,Permanent Shutdown,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,485,625,655,1494,1967-09-01,1976-09-24,,,1976-10-30,1978-10-02,,,2022-08-01,32.46,41.83,47,154.92,306197.0
HINKLEY POINT B-2,Permanent Shutdown,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,480,625,655,1494,1967-09-01,1976-02-01,,,1976-02-05,1976-09-27,,,2022-07-06,32.13,41.83,47,150.87,304753.0
HINKLEY POINT C-1,Under Construction,United Kingdom,PWR,EPR-1750,EDF Energy - China General Nuclear joint venture,EDF Energy - China General Nuclear joint venture,1630,1630,1720,4524,2018-12-11,N/A,,,N/A,N/A,,,,36.03,36.03,0,0.0,0.0
HINKLEY POINT C-2,Under Construction,United Kingdom,PWR,EPR-1750,EDF Energy - China General Nuclear joint venture,EDF Energy - China General Nuclear joint venture,1630,1630,1720,4524,2019-12-12,N/A,,,N/A,N/A,,,,36.03,36.03,0,0.0,0.0
HUNTERSTON A-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",150,150,173,595,1957-10-01,1963-08-01,,,1964-02-05,1964-02-05,,,1990-03-30,25.21,25.21,27,21.67,165672.0
HUNTERSTON A-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",150,150,173,595,1957-10-01,1964-03-01,,,1964-06-01,1964-07-01,,,1989-12-31,25.21,25.21,26,21.67,165672.0
HUNTERSTON B-1,Permanent Shutdown,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,490,624,644,1496,1967-11-01,1976-01-31,,,1976-02-06,1976-02-07,,,2021-11-26,32.75,41.71,46,146.76,297061.0
HUNTERSTON B-2,Permanent Shutdown,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,495,624,644,1496,1967-11-01,1977-03-27,,,1977-03-31,1977-04-01,,,2022-01-07,33.09,41.71,45,145.5,291189.0
OLDBURY A-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",217,300,230,730,1962-05-01,1967-08-01,,,1967-11-07,1967-12-31,,,2012-02-29,29.73,41.1,46,60.26,315908.0
OLDBURY A-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",217,300,230,660,1962-05-01,1967-12-01,,,1968-04-06,1968-09-30,,,2011-06-30,32.88,45.45,44,63.26,323471.0
SIZEWELL A-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",210,290,245,1010,1961-04-01,1965-06-01,,,1966-01-21,1966-03-25,,,2006-12-31,20.79,28.71,41,52.09,273271.0
SIZEWELL A-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",210,290,245,1010,1961-04-01,1965-12-01,,,1966-04-09,1966-09-15,,,2006-12-31,20.79,28.71,41,49.71,262409.0
SIZEWELL B,Operational,United Kingdom,PWR,SNUPPS,EDF Energy,EDF Energy,1198,1188,1250,3425,1988-07-18,1995-01-31,,,1995-02-14,1995-09-22,,,,34.98,34.69,29,245.62,212845.0
TORNESS-1,Operational,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,595,645,682,1623,1980-08-01,1988-03-25,,,1988-05-25,1988-05-25,,,,36.66,39.74,36,143.96,258472.0
TORNESS-2,Operational,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,605,645,682,1623,1980-08-01,1988-12-23,,,1989-02-03,1989-02-03,,,,37.28,39.74,35,139.89,252693.0
TRAWSFYNYDD-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",195,250,235,850,1959-07-01,1964-09-01,,,1965-01-14,1965-03-24,,,1991-02-06,22.94,29.41,27,28.58,162206.0
TRAWSFYNYDD-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",195,250,235,850,1959-07-01,1964-12-01,,,1965-02-02,1965-03-24,,,1991-02-04,22.94,29.41,27,28.58,162206.0
WINDSCALE AGR,Permanent Shutdown,United Kingdom,GCR,AGR,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,24,32,36,120,1958-11-01,1962-08-09,,,1963-02-01,1963-03-01,,,1981-04-03,20.0,26.67,19,1.26,44843.0
WINFRITH SGHWR,Permanent Shutdown,United Kingdom,SGHWR,,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,92,92,100,318,1963-05-01,1967-09-01,,,1967-12-01,1968-01-01,,,1990-09-11,28.93,28.93,24,9.86,105270.0
WYLFA-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",490,550,530,1650,1963-09-01,1969-11-01,,,1971-01-24,1971-11-01,,,2015-12-30,29.7,33.33,45,125.27,322507.0
WYLFA-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",490,550,540,1920,1963-09-01,1970-09-01,,,1971-07-21,1972-01-03,,,2012-04-25,25.52,28.65,42,112.97,294968.0
ANO-1,Operational,United States of America,PWR,B&W LLP (DRYAMB),"ENTERGY ARKANSAS, INC.","Entergy Nuclear Operations, Inc.",836,850,903,2568,1968-10-01,1974-08-06,,,1974-08-17,1974-12-19,,,,32.55,33.1,50,282.94,353664.0
ANO-2,Operational,United States of America,PWR,CE 2LP (DRYAMB),"ENTERGY ARKANSAS, INC.","Entergy Nuclear Operations, Inc.",988,912,1065,3026,1968-12-06,1978-12-05,,,1978-12-26,1980-03-26,,,,32.65,30.14,46,298.69,326535.0
BEAVER VALLEY-1,Operational,United States of America,PWR,WH 3LP (DRYSUB),"PPL Susquehanna, LLC",FIRST ENERGY NUCLEAR OPERATING CO.,908,835,959,2900,1970-06-26,1976-05-10,,,1976-06-14,1976-10-01,,,,31.31,28.79,48,271.12,327708.0
BEAVER VALLEY-2,Operational,United States of America,PWR,WH 3LP (DRYSUB),OHIO EDISON CO.,FIRST ENERGY NUCLEAR OPERATING CO.,905,836,958,2900,1974-05-03,1987-08-04,,,1987-08-17,1987-11-17,,,,31.21,28.83,37,236.39,280375.0
BIG ROCK POINT,Permanent Shutdown,United States of America,BWR,-,CONSUMERS POWER CO.,CONSUMERS POWER CO.,67,72,71,240,1960-05-01,1962-09-27,,,1962-12-08,1963-03-29,,,1997-08-29,27.92,30.0,36,10.11,170716.0
BONUS,Permanent Shutdown,United States of America,BWR,Superheater,US DOE and Puerto Rico Electric Power Authority,DOE & PUERTO RICO WATER RESOURCES,17,17,18,50,1960-01-01,1964-04-13,,,1964-08-14,1965-09-01,,,1968-06-01,34.0,34.0,5,0.0,0.0
BRAIDWOOD-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),Exelon Corporation,"Exelon Generation Co., LLC",1194,1120,1270,3645,1975-08-01,1987-05-29,,,1987-07-12,1988-07-29,,,,32.76,30.73,37,325.55,284249.0
BRAIDWOOD-2,Operational,United States of America,PWR,WH 4LP (DRYAMB),Exelon Corporation,"Exelon Generation Co., LLC",1160,1120,1230,3645,1975-08-01,1988-03-08,,,1988-05-25,1988-10-17,,,,31.82,30.73,36,321.81,285767.0
BROWNS FERRY-1,Operational,United States of America,BWR,BWR-4 (Mark 1),Tennessee Valley Authority,Tennessee Valley Authority,1200,1065,1256,3458,1967-05-01,1973-08-17,,,1973-10-15,1974-12-20,1985-03-19,2007-06-02,,34.7,30.8,51,208.33,198047.0
BROWNS FERRY-2,Operational,United States of America,BWR,BWR-4 (Mark 1),Tennessee Valley Authority,Tennessee Valley Authority,1200,1065,1259,3458,1967-05-01,1974-07-20,,,1974-08-28,1975-03-01,1985-03-01,1991-05-24,,34.7,30.8,50,336.33,318408.0
BROWNS FERRY-3,Operational,United States of America,BWR,BWR-4 (Mark 1),Tennessee Valley Authority,Tennessee Valley Authority,1210,1065,1260,3458,1968-07-01,1976-08-08,,,1976-09-12,1977-03-01,1985-03-01,1995-11-01,,34.99,30.8,48,297.99,276642.0
BRUNSWICK-1,Operational,United States of America,BWR,BWR-4 (Mark 1),"PROGRESS ENERGY Carolinas, Inc.",Progress Energy,938,821,990,2923,1970-02-07,1976-10-08,,,1976-12-04,1977-03-18,,,,32.09,28.09,48,275.56,326747.0
BRUNSWICK-2,Operational,United States of America,BWR,BWR-4 (Mark 1),"PROGRESS ENERGY Carolinas, Inc.",Progress Energy,932,821,960,2923,1970-02-07,1975-03-20,,,1975-04-29,1975-11-03,,,,31.89,28.09,49,272.78,335874.0
BYRON-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),Exelon Corporation,"Exelon Generation Co., LLC",1164,1120,1242,3645,1975-04-01,1985-02-02,,,1985-03-01,1985-09-16,,,,31.93,30.73,39,340.59,304535.0
BYRON-2,Operational,United States of America,PWR,WH 4LP (DRYAMB),Exelon Corporation,"Exelon Generation Co., LLC",1136,1120,1210,3645,1975-04-01,1987-01-09,,,1987-02-06,1987-08-02,,,,31.17,30.73,37,329.88,299468.0
CALLAWAY-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),"AMEREN UE, Union Electric Company","AMEREN UE, Union Electric Company",1215,1171,1275,3565,1975-09-01,1984-10-02,,,1984-10-24,1984-12-19,,,,34.08,32.85,40,342.77,297417.0
CALVERT CLIFFS-1,Operational,United States of America,PWR,CE 2LP (DRYAMB),Exelon Corporation,"Exelon Generation Co., LLC",877,845,918,2737,1968-06-01,1974-10-07,,,1975-01-03,1975-05-08,,,,32.04,30.87,49,302.17,356945.0
CALVERT CLIFFS-2,Operational,United States of America,PWR,CE 2LP (DRYAMB),Exelon Corporation,"Exelon Generation Co., LLC",855,845,911,2737,1968-06-01,1976-11-30,,,1976-12-07,1977-04-01,,,,31.24,30.87,48,297.09,352418.0
CATAWBA-1,Operational,United States of America,PWR,WH 4LP (ICECND),North Carolina Electric Membership Corp.,Duke Energy  Corp.,1160,1145,1188,3411,1974-05-01,1985-01-07,,,1985-01-22,1985-06-29,,,,34.01,33.57,39,335.02,295532.0
CATAWBA-2,Operational,United States of America,PWR,WH 4LP (ICECND),North Carolina Municipal Power Agency No.1,Duke Energy  Corp.,1150,1145,1188,3411,1974-05-01,1986-05-08,,,1986-05-18,1986-08-19,,,,33.71,33.57,38,327.42,288715.0
CLINTON-1,Operational,United States of America,BWR,BWR-6 (Mark 3),Exelon Corporation,"Exelon Generation Co., LLC",1062,950,1098,3473,1975-10-01,1987-02-27,,,1987-04-24,1987-11-24,,,,30.58,27.35,37,258.33,262383.0
